date,vehicle_category,manufacturer,registrations
2025-01-01,2W,SHIV SHAKTI TRADERS,1341.0
2025-01-01,2W,SHIVA ENTERPRISES,1579.0
2025-01-01,2W,SHIVA GAYATHRI ENGG WORKS AP29070614,1256.0
2025-01-01,2W,SHIVA GAYATRI ENGG WORKS,1349.0
2025-01-01,2W,SHIVAJI AGRO INDUSTRIES,1266.0
2025-01-01,2W,SHIVAM AGRICULTURE WORKS,1323.0
2025-01-01,2W,SHIVASHAKTHI ENG WORKS,1302.0
2025-01-01,2W,SHIVGANGA ECOGREEN LLP,2296.0
2025-01-01,2W,SHIVKRUPA TRAILOR,1275.0
2025-01-01,2W,SHIVRAJ AUTOMOBILES PVT LTD,1261.0
2025-01-01,2W,SHIVRAJ TRAILOR,1338.0
2025-01-01,2W,SHIVSHAKTI STEEL INDUSTRIES LATUR,1352.0
2025-01-01,2W,SHOBHA ENG WORKS,1270.0
2025-01-01,2W,SHRADHA INDUSTRIES KANDHAMAL PHULBANI,1343.0
2025-01-01,2W,SHREE ASHAPURI TRAILER WORKS,1286.0
2025-01-01,2W,SHREE BHOJAL INDUSTRIES,1275.0
2025-01-01,2W,SHREE DHARTI AGRICULTURE WORKS,1274.0
2025-01-01,2W,SHREE DIPESHWARI INDUSTRIES,1273.0
2025-01-01,2W,SHREE GAJALAXMI ENGINEERING WORKS BARGARH GODBHAGA,1274.0
2025-01-01,2W,SHREE GOKUL INDUSTRIES,1277.0
2025-01-01,2W,SHREE KRISHNA ENTERPRISE,1279.0
2025-01-01,2W,SHREE KULDEVI AGRO INDUSTRIES,1302.0
2025-01-01,2W,SHREE MAHALAXMI AGRO WORKS,1293.0
2025-01-01,2W,SHREE MARUT E-AGROTECH PVT LTD,1280.0
2025-01-01,2W,SHREE MARUTI NANDAN BUSINESSS (P) LTD,1431.0
2025-01-01,2W,SHREE PRABHAT AGRO INDUSTRIES,1294.0
2025-01-01,2W,SHREE RADHE ENGINEERING BARGARH STATION ROAD,1283.0
2025-01-01,2W,SHREE RAM AGRO INDUSTRIES,1354.0
2025-01-01,2W,SHREE RAM ENGINEERING WORKS,1291.0
2025-01-01,2W,SHREE SAI AGRO ENGINEERING WORKS,1288.0
2025-01-01,2W,SHREE SHYAM AGRO PRODUCTS BARGARH RAILWAY STATION,1303.0
2025-01-01,2W,SHREE SHYAM INDUSTRIES BARGARH TELENTIKRA,1296.0
2025-01-01,2W,SHREE SIDHIVINAYAK AUTO,1699.0
2025-01-01,2W,SHREE SWASTIK ENGINEERING CUTTACK MADHUPATNA,1434.0
2025-01-01,2W,SHREE VISHWAKARMA TRAILER WORK,1301.0
2025-01-01,2W,SHREEJI INDUSTRIES,1278.0
2025-01-01,2W,SHREYA ENGINEERS,1296.0
2025-01-01,2W,SHRI BARSANA E-VEHICLES PVT LTD,7661.0
2025-01-01,2W,SHRI DATTA AGRO INDUSTRIES,1408.0
2025-01-01,2W,SHRI GANESH ENGINERRING WORKS,1301.0
2025-01-01,2W,SHRI KALIKA AGRICULTURE EQUIPMENT,1298.0
2025-01-01,2W,SHRI KRISHNA INDUSTRIES,1321.0
2025-01-01,2W,SHRI LAXMI ENGINEERING WORKS,1338.0
2025-01-01,2W,SHRI MAHALAXMI AGRO IND,1305.0
2025-01-01,2W,SHRI NAMO ELECTRIC AUTOMOTIVE,2346.0
2025-01-01,2W,SHRI NANDI TRAILER WORKS,1301.0
2025-01-01,2W,SHRI SHANKAR ENG WORKS,1304.0
2025-01-01,2W,SHRI SHIVAJI ENG WORKS,1349.0
2025-01-01,2W,SHRI SHIVSHIDHA AGRI IMPLIMENT,1314.0
2025-01-01,2W,SHRI SHYAM ENGG WORKS,1325.0
2025-01-01,2W,SHRI SWASTIK ENGG,1320.0
2025-01-01,2W,SHRI TIRUMALA ENGINEERING WORKS,1455.0
2025-01-01,2W,SHRI VADESHWAR TRAILORS,1334.0
2025-01-01,2W,SHRI VENKATARAMANA TRAILER WORK,1313.0
2025-01-01,2W,SHRI VENKATESHWAR AGRO INDUSTRIES,1313.0
2025-01-01,2W,SHRI VENKATESHWARA ENGINEERING WORKS,1312.0
2025-01-01,2W,SHRI VIJAY ENGINEERING WORKS,1316.0
2025-01-01,2W,SHRI VINAYAK INDUSTRIES,1345.0
2025-01-01,2W,SHRI VISHWAKARMA AUTOMOBILE,1466.0
2025-01-01,2W,SHRINIWAS AGRO INDUSTRIES,1340.0
2025-01-01,2W,SHRIRAJ ELECTRIC VEHICLES,2533.0
2025-01-01,2W,SHUBHAM MANUFACTURER,1327.0
2025-01-01,2W,SHUBHLAKSHMI AGRO INDUSTRIES,1326.0
2025-01-01,2W,SHUBHMARUTI AGRITECH PVT LTD,1319.0
2025-01-01,2W,SHYAM AGRO INDUSTRIES,1324.0
2025-01-01,2W,SIDANA INDUSTRIES,1373.0
2025-01-01,2W,SIDDHAKALA ENGINEERING AND WELDING WORKS,1342.0
2025-01-01,2W,SIDHI DURGA ENGINEERING,1325.0
2025-01-01,2W,SIDHI DURGA ENGINEERING TRAILOR CUTTACK MADHUPATAN,1410.0
2025-01-01,2W,SIMPLEENERGY PVT LTD,6425.0
2025-01-01,2W,SINGH AUTOMOBILES,2621.0
2025-01-01,2W,SINGH ENGINEERING WORKS BARGARH RAILWAY STATION,1350.0
2025-01-01,2W,SINGHAL ENTERPRISES,1528.0
2025-01-01,2W,SIRF INDIA VEHICLES PVT LTD,1585.0
2025-01-01,2W,SITARAM WELDING WORKS,1338.0
2025-01-01,2W,SIWACH STEEL PVT LTD,1333.0
2025-01-01,2W,SIX SENSES AUTOMOTIVE PVT LTD,1386.0
2025-01-01,2W,SKODA AUTO AS,1363.0
2025-01-01,2W,SKODA AUTO INDIA PVT LTD,1334.0
2025-01-01,2W,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,127691.0
2025-01-01,2W,SKS TRADE INDIA PVT LTD,13200.0
2025-01-01,2W,SKYBOLT INDUSTRIES PVT LTD,1535.0
2025-01-01,2W,SKYRIDE AUTOMOTIVE,1342.0
2025-01-01,2W,SKYY RIDER ELECTRIC PRIVATE LIMITED,1523.0
2025-01-01,2W,SM INTERNATIONAL,1402.0
2025-01-01,2W,SMAP VEHICLES (IMPORTER: ELEGO MOTORS),1354.0
2025-01-01,2W,SMARDA INDUSTRY (IMPORTER: RHYNO),1345.0
2025-01-01,2W,SMART ELECTRO MOTORS,1404.0
2025-01-01,2W,SMITH MOTORS PVT LTD,1345.0
2025-01-01,2W,SML ISUZU LTD,18902.0
2025-01-01,2W,SMV GREEN SOLUTIONS PVT LTD,1505.0
2025-01-01,2W,SN SOLAR ENERGY,1851.0
2025-01-01,2W,SOKUDO ELECTRIC INDIA PVT LTD,1990.0
2025-01-01,2W,SOLANKE ENGINEERING WORKS,1361.0
2025-01-01,2W,SONAL INDUSTRIES,1355.0
2025-01-01,2W,SONALIKA INTERNATIONAL TRACTORS LIMITED,1370.0
2025-01-01,2W,SONI E VEHICLE PVT LTD,1356.0
2025-01-01,2W,SPEED AUTO TECH,1405.0
2025-01-01,2W,SPEEDWAYS ELECTRIC,1356.0
2025-01-01,2W,SPEEGO VEHICLES CO PVT LTD,4125.0
2025-01-01,2W,SRD RENEWABLES,3927.0
2025-01-01,2W,"SRI AGENCY & FABRICATION,GOPINATH NAGAR,BERHAMPUR",1361.0
2025-01-01,2W,SRI AGENCY AND FABRICATOR GANJAM BERHAMPUR,1360.0
2025-01-01,2W,SRI AVP ENGINEERING WORKS BARGARH RENGALICAMP,1408.0
2025-01-01,2W,SRI GANESH ENGINNERING WORKS AP56240472,1379.0
2025-01-01,2W,SRI GAYATHRI ENGINEERING WORKS AP1014203799,1364.0
2025-01-01,2W,SRI GAYATRI ENGINEERING WORKS AP235532582,1369.0
2025-01-01,2W,SRI GOWRI  ENGINEERING WORKS AP203623577,1366.0
2025-01-01,2W,SRI KALKI BHAGAVAN ENGINEERING WORKS AP213191551,1367.0
2025-01-01,2W,SRI LAKSHMI ENGINEERING WORKS AP203583506,1368.0
2025-01-01,2W,SRI LAKSHMI GANESH ENGINEERING WORKS AP105023461,1371.0
2025-01-01,2W,SRI NAVADURGA AGRO WORKS AP193673558,1370.0
2025-01-01,2W,SRI PADMAVATHI ENGINEERING WORKS AP203572915,1377.0
2025-01-01,2W,SRI RAVI ENGINEERING WORKS AP117792684,1391.0
2025-01-01,2W,SRI SAI AGRICULTURAL EQUIPMENT,1384.0
2025-01-01,2W,SRI SAI KIRAN ENGG WORKS AP203622972,1377.0
2025-01-01,2W,SRI SANKAR ENGINEERING WORKS SAMBALPUR MANESWAR,1494.0
2025-01-01,2W,SRI SEETHA RAMA SMALL SCALE INDUSTRIES AP56151245,1379.0
2025-01-01,2W,SRI SIVA DURGA AGRO INDUSTRIES AP56094199,1382.0
2025-01-01,2W,SRI SIVA SIVANI AGRO INDUSTRIES AP203394137,1393.0
2025-01-01,2W,SRI SRI MARUTHI ENGINEERING WORKS AP235744011,1390.0
2025-01-01,2W,SRI SRINIVASA AUTO ENGNEERING WORKS AP105381065,1387.0
2025-01-01,2W,SRI SRINIVASA ENGINEERING WORKS AP213071506,1396.0
2025-01-01,2W,SRI SURYA ENGINEERING AP514581410,1385.0
2025-01-01,2W,SRI VENKATA SAI ENGINEERING WORKS AP203513559,1402.0
2025-01-01,2W,SRI VENKATALAKSHMI ENGINEERING WORKS AP203570431,1391.0
2025-01-01,2W,SRI VENKATESWARA ENGINEERING WORKS,1389.0
2025-01-01,2W,SRI VENKATESWARA ENGINEERING WORKS AP105380358,1390.0
2025-01-01,2W,SRI VENKATESWARA ENGINEERING WORKS AP313381731,1391.0
2025-01-01,2W,SRI VIJAYALAKSHMI AGRO INDUSTRIES AP235531371,1393.0
2025-01-01,2W,SRI VINAYAKA ENGINEERING WORKS AP56120493,1397.0
2025-01-01,2W,SRINIVAS E VEHICLE,1396.0
2025-01-01,2W,SRINIVAS ENGINEERING WORKS RAYAGADA,1381.0
2025-01-01,2W,SRIRAGHAVAKRISHNASMALLSCALEENGINEERING AP213033561,1376.0
2025-01-01,2W,SRIVARU MOTORS PVT LTD,1400.0
2025-01-01,2W,SRIVENKATESWARAENGINEERINGWORKS AP315793529,1396.0
2025-01-01,2W,SRIVIJAY E-VEHICLES PVT LTD,1428.0
2025-01-01,2W,SSB INDISTRIES,3059.0
2025-01-01,2W,SSEV ENTERPRISES PRIVATE LIMITED,3244.0
2025-01-01,2W,SSV TECHNOLOGIES,1402.0
2025-01-01,2W,STANDARD AGRICULTURE WORKS(R),1403.0
2025-01-01,2W,STANDARD COMBINES PVT LTD,1406.0
2025-01-01,2W,STANDARD CORPORATION INDIA LTD,1645.0
2025-01-01,2W,STAR BULL E MOTORS,2522.0
2025-01-01,2W,STAR IGLOBAL AUTOMOTIVE PVT LTD,1583.0
2025-01-01,2W,STAR INDUSTRIES,1528.0
2025-01-01,2W,STAR SMART BIKES PVT LTD,1413.0
2025-01-01,2W,STAR WELDING WORKS,1412.0
2025-01-01,2W,STRENGTH AUTOELECTRIC PVT LTD,2039.0
2025-01-01,2W,SUBHADRA ENGINEERING CUTTACK NUAPADA,1498.0
2025-01-01,2W,SUBHADRA ENGINEERING NUAPADA,1421.0
2025-01-01,2W,SUBHAM ENGINEERING BALASORE BALIAPAL,1498.0
2025-01-01,2W,SUBRAHMANYESWARA AGRO INDUSTRIES AP105380107,1419.0
2025-01-01,2W,SUBRAHMANYESWARA ENGG WORKS AP235530208,1424.0
2025-01-01,2W,SUBRAMANYESWARA INDUSTRIES,1453.0
2025-01-01,2W,SUDHA ENGINEERING WORKS,1420.0
2025-01-01,2W,SUDHRAJ ELECTRIC MOBILITY PVT. LTD.,2143.0
2025-01-01,2W,SUKHDEV AGRO INDUSTRIES,1418.0
2025-01-01,2W,SUKHWINDERA AGRO INDUSTRIES,1423.0
2025-01-01,2W,SUMEC CO LTD (IMPORTER: ROUTE & MARS EV LLP),1420.0
2025-01-01,2W,SUMFONL AUTO TRADERS PVT LTD,1593.0
2025-01-01,2W,SUN INDUSTRIES,2146.0
2025-01-01,2W,SUNANDA GREENTECH PVT LTD,1806.0
2025-01-01,2W,SUNARIYA MOTORS PVT LTD,1427.0
2025-01-01,2W,SUNIL AGRO ENGINEERING WORKS,1426.0
2025-01-01,2W,SUNIL AGRO ENGINEERING WORKS ANGUL PANCHAMAHALA,1437.0
2025-01-01,2W,SUNJET ENERGY PVT LTD,1445.0
2025-01-01,2W,SUNSET TRADE PVT LTD,1470.0
2025-01-01,2W,SUNSHINE TECHNOLOGIES,1587.0
2025-01-01,2W,SUNULTRA POWER SOLUTIONS PVT LTD,1462.0
2025-01-01,2W,SUPER METRO INDUSTRIES,3162.0
2025-01-01,2W,SUPER POWER MOTORS,1673.0
2025-01-01,2W,SUPER STANDARD AGRO COMBINE,1466.0
2025-01-01,2W,SUPER TECHNO AUTOMOTIVE LLP,1702.0
2025-01-01,2W,SUPERECO AUTOMOTIVE CO,1571.0
2025-01-01,2W,SUPERTECH EV LIMITED,4011.0
2025-01-01,2W,SUPREME SALES AGENCY,1857.0
2025-01-01,2W,SUPREME SMART POWER PVT LTD,1638.0
2025-01-01,2W,SURAJ ENGINEERING WORKS,1457.0
2025-01-01,2W,SURINDERA AGRO INSDUSTRIES,1728.0
2025-01-01,2W,SURINDERA COMBINES PVT LTD,1441.0
2025-01-01,2W,SURJA AUTOMOTIVE PVT LTD,1442.0
2025-01-01,2W,SURYA INTERNATIONAL,1457.0
2025-01-01,2W,SURYA MOTORS,1444.0
2025-01-01,2W,SURYA STEEL WORKS,1455.0
2025-01-01,2W,SUZUKI MOTORCYCLE INDIA PVT LTD,1265576.0
2025-01-01,2W,SVS ENTERPRISES,1467.0
2025-01-01,2W,SWADESH MOTORS AND TRACTORS LTD,1448.0
2025-01-01,2W,SWAMI AGRO TECH,1453.0
2025-01-01,2W,SWAMI ENGINEERING WORKS,1452.0
2025-01-01,2W,SWARAJ AUTOMOTIVES LTD,1459.0
2025-01-01,2W,SWARNCHAKRA AUTOMOBILES PVT LTD,1482.0
2025-01-01,2W,SWASTIK,1523.0
2025-01-01,2W,SWASTIK ENGINEERING WORKS,1464.0
2025-01-01,2W,SWASTIK INDUSTRIES,1465.0
2025-01-01,2W,SWITCH MOBILITY AUTOMOTIVE LTD,3540.0
2025-01-01,2W,SYAN AGRO INDUSTRY,1553.0
2025-01-01,2W,SYNDICATE AUTO COMPONENTS,1686.0
2025-01-01,2W,T U K INDUSTRIES,7505.0
2025-01-01,2W,TAFE LIMITED,124863.0
2025-01-01,2W,TAMARIA VENTURES,1462.0
2025-01-01,2W,TAO POWER PRIVATE LIMITED,1465.0
2025-01-01,2W,TARA MAA MACHINERY,1618.0
2025-01-01,2W,TARLE CONSTRUCTION EQUIPMENTS PVT LTD,1487.0
2025-01-01,2W,TATA ADVANCED SYSTEMS LTD,2172.0
2025-01-01,2W,TATA HITACHI CONSTRUCTION MACHINERY COMP. PVT LTD,3555.0
2025-01-01,2W,TATA INTERNATIONAL VEHICLE APPLICATIONS PVT LTD,1718.0
2025-01-01,2W,TATA MOTORS LTD,426585.0
2025-01-01,2W,TATA MOTORS PASSENGER VEHICLES LTD,537080.0
2025-01-01,2W,TATA PASSENGER ELECTRIC MOBILITY LTD,74021.0
2025-01-01,2W,TAURUS ELECTRIC VEHICLES,1620.0
2025-01-01,2W,TEJAS ENERGY,1563.0
2025-01-01,2W,TEREX EQUIPMENT PVT LTD,1474.0
2025-01-01,2W,TEREX INDIA PRIVATE LIMITED,1635.0
2025-01-01,2W,TERRA MOTORS INDIA PVT LTD,12348.0
2025-01-01,2W,THAVE ENTERPRISES,1657.0
2025-01-01,2W,THIRUMALA ENGINEERING WORKS AP29071505,1480.0
2025-01-01,2W,THUKRAL ELECTRIC BIKES PVT LTD,10003.0
2025-01-01,2W,TI CLEAN MOBILITY PVT LTD,9229.0
2025-01-01,2W,TIANJIN DFXK PETROLEUM MACHINERY CO. LTD.,1478.0
2025-01-01,2W,TIGER AUTOMOBILES COMPANY,1502.0
2025-01-01,2W,TII INDIA PVT LTD,1575.0
2025-01-01,2W,TIL LIMITED,1484.0
2025-01-01,2W,TIL LTD,1497.0
2025-01-01,2W,TIRANGA AUTOTECH INDIA PVT LTD,1514.0
2025-01-01,2W,TIRTH AGRO INDUSTRY,1559.0
2025-01-01,2W,TIRTH AGRO TECHNOLOGY PVT LTD,1888.0
2025-01-01,2W,TIRTH HYGIENE TECHNOLOGY PVT LTD,1489.0
2025-01-01,2W,TIRUPATI DISTRIBUTOR,1502.0
2025-01-01,2W,TIVOLT ELECTRIC VEHICLES PVT LTD,1621.0
2025-01-01,2W,TOGOR ENGINEERING WORKS,1496.0
2025-01-01,2W,TOP TEAM MACHINES PVT LTD,3119.0
2025-01-01,2W,TOYOTA HIACE GL COMMUTER,1508.0
2025-01-01,2W,TOYOTA KIRLOSKAR MOTOR PVT LTD,375649.0
2025-01-01,2W,TOYOTA MATERIAL HANDLING INDIA PVT LTD,1794.0
2025-01-01,2W,TPS INFRASTRUCTURE LTD,1541.0
2025-01-01,2W,TRANSPORT ENGINEERING SOLUTIONS INDIA PVT LTD,1538.0
2025-01-01,2W,TRATEC ENGINEERS PVT LTD,1559.0
2025-01-01,2W,TRATICO ENGINEERING INDIA PVT LTD,1508.0
2025-01-01,2W,TRIMURTI AGRO INDUSTRIES,1513.0
2025-01-01,2W,TRIMURTI INDUSTRIES,1508.0
2025-01-01,2W,TRIMURTI TRAILER,1653.0
2025-01-01,2W,TRINITY ELECTRIC VEHICLES PVT LTD,1648.0
2025-01-01,2W,TRISHIKA INDUSTRIES,1591.0
2025-01-01,2W,TRIUMPH MOTORCYCLES (INDIA) PVT LTD,2528.0
2025-01-01,2W,TRUPART AUTOMOTIVE INDIA PVT LTD,1507.0
2025-01-01,2W,TSM ENGINEERING PVT LTD,1772.0
2025-01-01,2W,TSR TRADE COM,1515.0
2025-01-01,2W,TUFAN MOTORS PVT LTD,2396.0
2025-01-01,2W,TULJABHAWANI AGRO INDUSTRIES,1510.0
2025-01-01,2W,TULSI TRAILER,1519.0
2025-01-01,2W,TUNWAL E MOTORS PVT LTD,1512.0
2025-01-01,2W,TVS MOTOR COMPANY LTD,4217249.0
2025-01-01,2W,TWASHTRE AUTOMOTIVE PVT LTD,1562.0
2025-01-01,2W,TWINKLE TRADCOM PVT LTD,4147.0
2025-01-01,2W,TWO FRIENDS AUTO ELECTRIC PVT LTD,5394.0
2025-01-01,2W,TYAGI AGROTECH COMPANY,1517.0
2025-01-01,2W,TYST DRIVE INDIA PVT LTD,1526.0
2025-01-01,2W,U.P. TELELINKS LIMITED,5034.0
2025-01-01,2W,UK MODEN (IMPORTER: BIG BULL TRADER),1519.0
2025-01-01,2W,UK MODEN (IMPORTER: ELTHOR EV PVT LTD),1522.0
2025-01-01,2W,ULTRAVIOLETTE AUTOMOTIVE PVT LTD,2799.0
2025-01-01,2W,UMA  AUTO INDUSTRIES PVT. LTD,1540.0
2025-01-01,2W,UMA MOTORS,1885.0
2025-01-01,2W,UNIPAVE ENGINEERING PRODUCTS,1546.0
2025-01-01,2W,UNIQUE AUTO ELECTRIC,3633.0
2025-01-01,2W,UNIQUE ENTERPRISES,6306.0
2025-01-01,2W,UNIQUE INTERNATIONAL,15539.0
2025-01-01,2W,UNITED TRANSMOVERS PVT LTD,1994.0
2025-01-01,2W,UP FURNITURE,1611.0
2025-01-01,2W,URWASHI ENTERPRISES,2697.0
2025-01-01,2W,USHASONS AUTO COMPONENTS,1542.0
2025-01-01,2W,UTTAM CONSTRUCTION EQUIPMENTS,1797.0
2025-01-01,2W,V R WELDING WORKS,1609.0
2025-01-01,2W,V.S.T. TILLERS TRACTORS LIMITED,5045.0
2025-01-01,2W,VAHAK FUTURE SOLUTIONS LLP,1604.0
2025-01-01,2W,VAIBHAV ENGG. WORKS,1551.0
2025-01-01,2W,VAISHNAVI INDUSTRIES,1574.0
2025-01-01,2W,VALAMPURI & COMPANY,1537.0
2025-01-01,2W,VALDO TRACTORS PVT LTD,1542.0
2025-01-01,2W,VANDANA TRAILERS AND BODY MFG PVT LTD,1545.0
2025-01-01,2W,VANI ELECTRIC VEHICLES PVT LTD,8136.0
2025-01-01,2W,VARUN INDUSTRIES,1541.0
2025-01-01,2W,VASANT FABRICATORS PVT LTD,1542.0
2025-01-01,2W,VASHAN AGRICULTURE WORKS,1559.0
2025-01-01,2W,VE COMMERCIAL VEHICLES LTD,104756.0
2025-01-01,2W,VE COMMERCIAL VEHICLES LTD (VOLVO BUSES DIVISION),2365.0
2025-01-01,2W,VEECTERO E VEHICLES LLP,1606.0
2025-01-01,2W,VEERA VAHANA UDYOG PRIVATE LIMITED,1553.0
2025-01-01,2W,VEERA VIDYUTH VAHANA PVT LTD,1620.0
2025-01-01,2W,VEERBHADRA ENGINEERING WORKS,1571.0
2025-01-01,2W,VEHICLE FACTORY JABALPUR,1572.0
2025-01-01,2W,VELOCIFERO (IMPORTER: KAWVELOCE MOTORS PVT LTD),1745.0
2025-01-01,2W,VENKATESHWAR AGRO INDUSTRIES,1553.0
2025-01-01,2W,VENKATESHWARA ENGINEERING WORK,1598.0
2025-01-01,2W,VENUS AUTO WHEELS PVT LTD,2212.0
2025-01-01,2W,VENUS EQUIPMENT,1737.0
2025-01-01,2W,VENUS TECHNO EQUIPMENT PVT LTD,1562.0
2025-01-01,2W,VERT EQUIPMENT PVT LTD,1587.0
2025-01-01,2W,VICTORY ELECTRIC INTERNATIONAL,3848.0
2025-01-01,2W,VIDARBHA TRAILERS,1567.0
2025-01-01,2W,VIJAY ENGINEERING WORKS,1567.0
2025-01-01,2W,VIJAY TROLLY WORKS,1573.0
2025-01-01,2W,VIJAYA ELECTRIC AUTO PVT LTD,1688.0
2025-01-01,2W,VIJAYA LAKSHMI INDUSTRY BARGARH RAILWAY STATION,1564.0
2025-01-01,2W,VIJAYALAKSHIMI ENGG WORKS,1563.0
2025-01-01,2W,VIJAYLAXMI AUTO GARAGE MALKANGIRI KUMUTIGUDA,1568.0
2025-01-01,2W,VIJAYS ENERGY INDUSTRIES (INDIA) PVT LTD,8073.0
2025-01-01,2W,VIJAYSHREE AUTOCOM LIMITED,1624.0
2025-01-01,2W,VIJEX STEEL FABRICATION,1870.0
2025-01-01,2W,VIKAS ENGG WORKS,1569.0
2025-01-01,2W,VIKASH TRAILERS,1572.0
2025-01-01,2W,VIKRANT ENGINEERING,1609.0
2025-01-01,2W,VIKRANT ENGINEERS TRAILOR CUTTACK KHAPURIA,1624.0
2025-01-01,2W,VIMAL UNIVERSAL TRADE PVT LTD,3781.0
2025-01-01,2W,VINA ENGINEERING WORKS,1584.0
2025-01-01,2W,VINCI INDUSTRIAL CORPORATION,1619.0
2025-01-01,2W,VINTAGE VEHICLES,1616.0
2025-01-01,2W,VIRAT MOTOCORP,1595.0
2025-01-01,2W,VISAKHA AUTO GRAGE AP203572501,1584.0
2025-01-01,2W,VISHAL AGRICULTURAL WORKS,1628.0
2025-01-01,2W,VISHAL ENTERPRISES,2249.0
2025-01-01,2W,VISHALA E-VEHICLES INDUSTRIES PRIVATE LIMITED,1579.0
2025-01-01,2W,VISHAVKARMA ENGINEERING WORKS,2472.0
2025-01-01,2W,VISHWA SANJAY TRAILOR,1593.0
2025-01-01,2W,VISHWAKARMA AGRICULTURE UDHYOG,1597.0
2025-01-01,2W,VISHWAKARMA GNG INDUSTRY,1884.0
2025-01-01,2W,VISHWARUP ENTERPRISE,1585.0
2025-01-01,2W,VISHWAS AGRO IND.,1586.0
2025-01-01,2W,VISHWAS AUTOMOBILES LLP,1618.0
2025-01-01,2W,VISWAKARMA AGRO INDUSTRIES,1613.0
2025-01-01,2W,VISWANATH INDUSTRIES BBSR LAXMISAGAR,1633.0
2025-01-01,2W,"VISWANATH INDUSTRIES,BBSR",1592.0
2025-01-01,2W,VIVEK ENGG. WORKS,1734.0
2025-01-01,2W,VIVEK MOTORS,1655.0
2025-01-01,2W,VMP CONCRETE EQUIPMENTS PVT LTD,1604.0
2025-01-01,2W,VMT INDUSTRIES,1877.0
2025-01-01,2W,VMT INDUSTRIES PVT LTD,1626.0
2025-01-01,2W,VOLKSWAGEN AG,1847.0
2025-01-01,2W,VOLKSWAGEN INDIA PVT LTD,1610.0
2025-01-01,2W,VOLTAS LIMITED,1599.0
2025-01-01,2W,VOLTEXPRESS INDUSTRIES,1704.0
2025-01-01,2W,VOLVO,1611.0
2025-01-01,2W,VOLVO AUTO INDIA PVT LTD,3482.0
2025-01-01,2W,VOLVO CE INDIA PRIVATE LIMITED,2481.0
2025-01-01,2W,VOLVO GROUP TRUCKS CENTRAL EUROPE GMBH,1609.0
2025-01-01,2W,VOLVO TRUCKS CORPORATION,1606.0
2025-01-01,2W,VORC MOTORS PVT LTD,1777.0
2025-01-01,2W,VRINDA ENTERPRISES,2804.0
2025-01-01,2W,VST MOTER INDIA COMPANY,1612.0
2025-01-01,2W,VST ZETOR PVT LTD,1776.0
2025-01-01,2W,VTECH MOTORS,1617.0
2025-01-01,2W,WAKEN MULTITECH PVT LTD,1616.0
2025-01-01,2W,WARDWIZARD INNOVATIONS & MOBILITY LIMITED,8035.0
2025-01-01,2W,WARIVO MOTOR INDIA PVT LTD,2230.0
2025-01-01,2W,WASAN E-MOBILITY SOLUTIONS PVT LTD,1621.0
2025-01-01,2W,WELKIN HEALTHCARE PVT LTD,1620.0
2025-01-01,2W,WHITE CARBON MOTORS PVT LTD,1663.0
2025-01-01,2W,WILLYS INDIA LTD,1634.0
2025-01-01,2W,WIRTGEN INDIA PVT LTD,2289.0
2025-01-01,2W,WISENT INFRATECH LLP,1658.0
2025-01-01,2W,WOX COOLERS PVT LTD,1623.0
2025-01-01,2W,WUHAN LOTUS (IMPORTER: EXCLUSIVE MOTORS PVT LTD),1626.0
2025-01-01,2W,WUXI DAYANG (IMPORTER: MOVAENERGY PRIVATE LIMITED),1636.0
2025-01-01,2W,WUXI DAYANG ELECTRIC (IMPORTER: ABZO MOTORS),1767.0
2025-01-01,2W,WUXI DONGMA (IMPORTER: DYNAM PRECISION),1631.0
2025-01-01,2W,WUXI JIYAYI (IMPORTER: IZANAU ELECTRIC LLP),1746.0
2025-01-01,2W,WUXI MAYA (IMPORTER: DYNAMO ELECTRIC P. LTD.),1653.0
2025-01-01,2W,WUXI MDKA NEW ENERGY (IMPORTER: HESTUR ENERGY),1632.0
2025-01-01,2W,WUXI NOOMA (IMPORTER: SMARTNK  ELECTRIC VEHICLE),1633.0
2025-01-01,2W,WUXI SAIGE (IMPORTER: CITIZEN CARE),1633.0
2025-01-01,2W,WUXI SAIGE (IMPORTER: DM GREEN ENERGY),1638.0
2025-01-01,2W,WUXI SAIGE (IMPORTER: KKL HITECH EV),1647.0
2025-01-01,2W,WUXI SAIGE (IMPORTER: NGAGE IMPEX),1640.0
2025-01-01,2W,WUXI SAIGE (IMPORTER: WARIVO MOTOR),1739.0
2025-01-01,2W,WUXI SAIGE (IMPORTER: ZELIO AUTO PVT.LTD.),1638.0
2025-01-01,2W,WUXI SAIGE ELECTRIC (IMPORTER: DELTA AUTOCORP LLP),1646.0
2025-01-01,2W,WUXI SHENGBAO (IMPORTER:ELECTRIC ONE ENERGY),1701.0
2025-01-01,2W,WUXI SHENGBAO (IMPORTER:SHEMA E-VEHICLE),1640.0
2025-01-01,2W,WUXI TENGHUI (IMPORTER: CAL-ON INDUSTRIES),1673.0
2025-01-01,2W,WUXI TENGHUI (IMPORTER: FEZORA INDIA),1646.0
2025-01-01,2W,WUXI TENGHUI (IMPORTER: FLYCON MOTORS),1757.0
2025-01-01,2W,WUXI TENGHUI (IMPORTER: FRANKLIN EV INDIA),1650.0
2025-01-01,2W,WUXI TENGHUI (IMPORTER: HOP ELECTRIC MOBILITY),1661.0
