date,vehicle_category,manufacturer,registrations
2023-01-01,4W,JITENDRA TEMPO PARTS,2040.0
2023-01-01,4W,JIWAN AGRICULTURAL IMPLEMENTS WORKSHOP CIS LTD,579.0
2023-01-01,4W,JMSSP AGRO INDUSTRIES PVT LTD,574.0
2023-01-01,4W,JMT VEHICLES PVT LTD,2719.0
2023-01-01,4W,JOHN DEERE INDIA  PVT LTD(TRACTOR DEVISION),131839.0
2023-01-01,4W,JOHN DEERE INDIA PVT LTD(CROP SOLUTION DIV),614.0
2023-01-01,4W,JOYRAM STEEL FABRICATION WORKS,596.0
2023-01-01,4W,JS MOBILEON PVT LTD,2474.0
2023-01-01,4W,JSW MG MOTOR INDIA PVT LTD,100267.0
2023-01-01,4W,JUNENG MOTORCYCLE (IMPORTER: ADMS MARKETING),680.0
2023-01-01,4W,JUNENG MOTORCYCLE (IMPORTER: ISCOOT MOTERS),1001.0
2023-01-01,4W,JUNENG MOTORCYCLE TECH. (IMPORTER: DELTA AUTOCORP),622.0
2023-01-01,4W,K D AGRO INDUSTRIES,667.0
2023-01-01,4W,K S AGRICULTURAL  INDUSTRIES,635.0
2023-01-01,4W,K T ENTERPRISES,948.0
2023-01-01,4W,K. V. INDUSTRIES,720.0
2023-01-01,4W,K.S. AGRICULTURAL INDUSTRIES PVT. LTD,1150.0
2023-01-01,4W,K.S. AGROTECH  PVT LTD,827.0
2023-01-01,4W,KABIRA MOBILITY LLP,909.0
2023-01-01,4W,KABMAX ELECTRIC AUTOMOBILES PVT. LTD,1538.0
2023-01-01,4W,KADESEETLA AASHIRWAD GP INDUSTRIES PVT LTD,597.0
2023-01-01,4W,KAINING (HONGKONG) (IMPORTER: ENERGY AUTOMOBILE),596.0
2023-01-01,4W,KAINING (HONGKONG) (IMPORTER: ENIGMA AUTOMOBILES),685.0
2023-01-01,4W,KAINING (HONGKONG) (IMPORTER: TOXMO ELECTRIC),595.0
2023-01-01,4W,KAINING (HONGKONG) (IMPORTER:M/S IZANAU ELECTRIC),606.0
2023-01-01,4W,KALIKA VAHAN PVT LTD,590.0
2023-01-01,4W,"KALINGA AGRO INDUSTRIES ,PIPILI,PURI.",593.0
2023-01-01,4W,KALINGA ENGINEERING,590.0
2023-01-01,4W,KALINGA VENTURES INDIA PVT LTD,867.0
2023-01-01,4W,KALMER INDUSTRIES,598.0
2023-01-01,4W,KALPVRIKSH ELECTOMOBILES CO,1167.0
2023-01-01,4W,KALYANI AGRO IMPLIMENTS,594.0
2023-01-01,4W,KAMAZ INDUSTRIES,837.0
2023-01-01,4W,KAPTECH INDIA PVT LTD,4286.0
2023-01-01,4W,KARBRO AGRO TECH,597.0
2023-01-01,4W,KARMA MECHANICAL WORKS,680.0
2023-01-01,4W,KARTAR AGRO INDUSTRIES PVT LTD,3967.0
2023-01-01,4W,KARTAR TRACTORS PRIVATE LIMITED,1030.0
2023-01-01,4W,KAWASAKI HEAVY INDUSTRIES LTD,601.0
2023-01-01,4W,KCAS ELECTRIC VEHICLES PVT LTD,994.0
2023-01-01,4W,KERALA AUTOMOBILES LIMITED,750.0
2023-01-01,4W,KETO MOTORS PVT LTD,1051.0
2023-01-01,4W,KGN,1282.0
2023-01-01,4W,KGN INDUSTRIES,1425.0
2023-01-01,4W,"KHAGESWAR AUTO BUILD WORKS,HALADIAPADAR,BERHAMPUR,GANJAM",610.0
2023-01-01,4W,KHALSA  AGRO INDUSTRIES,619.0
2023-01-01,4W,KHALSAE-VEHICLES PVT LTD,17564.0
2023-01-01,4W,KHAN ENGINEERING WORKS,701.0
2023-01-01,4W,KHUSHI AGRO ENGINEERING,630.0
2023-01-01,4W,KIA INDIA PRIVATE LIMITED,455101.0
2023-01-01,4W,KIA MOTORS CORPN,616.0
2023-01-01,4W,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,25473.0
2023-01-01,4W,KINETIC GREEN ENERGY P SOL LTD,736.0
2023-01-01,4W,KINETIC MOTOR COMPANY LIMITED,617.0
2023-01-01,4W,KION INDIA PVT LTD,2208.0
2023-01-01,4W,KIRAN AUTOMOBILE INDUSTRY,779.0
2023-01-01,4W,KIRTI SOLAR LTD,656.0
2023-01-01,4W,KISAN ENGINEERING,635.0
2023-01-01,4W,KISAN ENGINEERING WORKS,692.0
2023-01-01,4W,KISSAN AGRO INDUSTRIES,675.0
2023-01-01,4W,KLB KOMAKI PVT LTD,8976.0
2023-01-01,4W,KOBELCO LTD.,631.0
2023-01-01,4W,KOMATSU LTD JAPAN,682.0
2023-01-01,4W,KPT INDUSTRIES LTD,647.0
2023-01-01,4W,KPT MOTORS,788.0
2023-01-01,4W,KRISHNA AGRO ENGI,635.0
2023-01-01,4W,KRISHNA ENGINEERING WORKS,2436.0
2023-01-01,4W,KRISHNA INDUSTRIES,669.0
2023-01-01,4W,KRISHNA VEHICALS,1300.0
2023-01-01,4W,KRUP P,645.0
2023-01-01,4W,KRUSHNA AGRO ENGINEERING WORKS,634.0
2023-01-01,4W,KTM MOTORRAD AG,641.0
2023-01-01,4W,KUBOTA AGRICULTURAL MACHINERY INDIA PVT.LTD.,38356.0
2023-01-01,4W,KUKU AUTOMOTIVES,1783.0
2023-01-01,4W,KULAR AGRO WORKS,728.0
2023-01-01,4W,KUMAR ENGINEERING,5600.0
2023-01-01,4W,KUMARAN ENGINEERING ENTERPRISES,1135.0
2023-01-01,4W,KUSHAL AGRO IND,745.0
2023-01-01,4W,KYTE ENERGY PVT. LTD.,1725.0
2023-01-01,4W,L & T CASE EQUIPMENT PVT LTD,735.0
2023-01-01,4W,L B AGRO PRODUCTS,855.0
2023-01-01,4W,L&T CONSTRUCTION EQUIPMENT LIMITED,1466.0
2023-01-01,4W,LAKSHMI AUTO TRADERS,682.0
2023-01-01,4W,LAKSHMI MOTORS,667.0
2023-01-01,4W,LAKSHYA AUTO SALES CORPORATION,1138.0
2023-01-01,4W,LAKSHYA MOTORS,651.0
2023-01-01,4W,LAL AGRO INDUSTRIES,658.0
2023-01-01,4W,LAL CHAND AGRICULTURE WORKS,671.0
2023-01-01,4W,LAWAT MOTORS,654.0
2023-01-01,4W,LAWAT MOTORS LLP,1369.0
2023-01-01,4W,LAXMI ENGINEERING WORKS,656.0
2023-01-01,4W,LAXMI ENGINEERING WORKSHOP,661.0
2023-01-01,4W,"LAXMI GOBINDA AGRO IND,BLS",710.0
2023-01-01,4W,LECTRIX E VEHICLES PVT LTD,27648.0
2023-01-01,4W,LEEBOY INDIA CONSTRUCTION EQUIPMENT PVT.LTD.,661.0
2023-01-01,4W,LEOPAN MOTORS PRIVATE LIMITED,686.0
2023-01-01,4W,LEXUS MOTORS LTD,665.0
2023-01-01,4W,LI-IONS ELEKTRIK SOLUTIONS PVT LTD,674.0
2023-01-01,4W,LIEBHERR,728.0
2023-01-01,4W,LIEBHERR INDIA PVT LTD,689.0
2023-01-01,4W,LINDE,667.0
2023-01-01,4W,LIUGONG IND PVT LTD,675.0
2023-01-01,4W,LIUGONG INDIA PVT. LTD,2328.0
2023-01-01,4W,LML LIMITED,674.0
2023-01-01,4W,LOCAL TRAILER MANUFACTURER,87975.0
2023-01-01,4W,LOHIA AUTO INDUSTRIES,3958.0
2023-01-01,4W,LOHIA AUTO INDUSTRIES LTD.,713.0
2023-01-01,4W,LORDS VEHICLE MFG PVT LTD,1044.0
2023-01-01,4W,LOTAY AGRO TECH,709.0
2023-01-01,4W,LOTEY AGRICULTURE WORKS,726.0
2023-01-01,4W,LOTEY INDUSTRY,677.0
2023-01-01,4W,LOVEJEET AGRO INDUSTRY,720.0
2023-01-01,4W,LUCKY INDUSTRIES,755.0
2023-01-01,4W,M G INDUSTRIES,1045.0
2023-01-01,4W,M H AGRICULTURE WORKS,808.0
2023-01-01,4W,M K BROTHERS,771.0
2023-01-01,4W,M S AGRO INDUSTRIES,870.0
2023-01-01,4W,M.K. ENTERPRISES,2958.0
2023-01-01,4W,"M/S AJAY ENGINEERING WORKS EQUIPMENTS PVT LTD ,SAMBALPUR",881.0
2023-01-01,4W,M/S ASHOKA INDUSTRIES,826.0
2023-01-01,4W,M/S BHARAT TRAILERS,1217.0
2023-01-01,4W,"M/S CHUDHURY ENGG. WORKS,BAMRA,SAMBALPUR",782.0
2023-01-01,4W,M/S DAS ENGINEERING WORKSHOP,787.0
2023-01-01,4W,"M/S FARMAX EQUIPMENTS, SAMBALPUR",784.0
2023-01-01,4W,M/S HARITKRANTI AGRO UDYOG,823.0
2023-01-01,4W,M/S HOTA AGRO (TRAILER),800.0
2023-01-01,4W,M/S JAVED STEEL INDUSTRIES,797.0
2023-01-01,4W,M/S K K AGRO INDUSTRIES,836.0
2023-01-01,4W,M/S KASTKAR AGRO INDUSTRIES,996.0
2023-01-01,4W,M/S KISHAN TRACTOR,789.0
2023-01-01,4W,M/S LAKSHMI ENGINEERING WORKS,793.0
2023-01-01,4W,M/S LOHIYA AGRO INDUSTRIES,816.0
2023-01-01,4W,M/S MAA MANGALA INDUSTRIES,941.0
2023-01-01,4W,M/S MAA MOTORS WORKS,816.0
2023-01-01,4W,M/S MAA MOTORS WORKSHOP,831.0
2023-01-01,4W,M/S NANDI ENGINEERING WORKS,808.0
2023-01-01,4W,M/S NATIONAL STEEL AND WIRE PRODUCTS SAMBALPUR,797.0
2023-01-01,4W,M/S NELATARA FABRICATION,798.0
2023-01-01,4W,M/S NEW SHETKARI ENGINEERING WORK,893.0
2023-01-01,4W,M/S NEW SHIV SHAKTI TRAILORS,800.0
2023-01-01,4W,"M/S PATEL & SONS ENGINEERING WORKS,SAMBALPUR",813.0
2023-01-01,4W,M/S POWER TECH TECHNOLOGY,814.0
2023-01-01,4W,M/S PRADHAN AGRO ENGINEERING,805.0
2023-01-01,4W,M/S R.K. ENGINEERING WORKS,817.0
2023-01-01,4W,M/S RAM AGRO MACHINARY,884.0
2023-01-01,4W,M/S S.S. AGRO INDUSTRIES,830.0
2023-01-01,4W,M/S SAI AUTO ENGINEERING WORKS,820.0
2023-01-01,4W,M/S SARANGI MOTROS,1078.0
2023-01-01,4W,M/S SARMA ENGINEERING WORKS,819.0
2023-01-01,4W,M/S SCHWING STETTER (INDIA) PRIVATE LIMITED,2574.0
2023-01-01,4W,M/S SHREE SHYAM AGRO PRODUCTS,826.0
2023-01-01,4W,M/S SHRI DATTA WELDING WORKS,823.0
2023-01-01,4W,M/S SHRIRAM AUTO TECH PVT LTD,8084.0
2023-01-01,4W,"M/S SUBHAM ENGINEERING WORKSHOP, BALIAPAL, BALASORE",927.0
2023-01-01,4W,M/S SUPERIOR MANUFACTURING COMPANY,862.0
2023-01-01,4W,M/S VISHNU CLEAN ENERGY VEHICLES LLP,834.0
2023-01-01,4W,M/S YOGIRAJ ENGINEERING COMPANY,821.0
2023-01-01,4W,M/S-SHRADHA INDUSTRIES,867.0
2023-01-01,4W,M/S. SANJUKTA AGRO MART,807.0
2023-01-01,4W,"M/S. VENKAT ENGINEERING WORKS, JAIPATNA",833.0
2023-01-01,4W,"M/S.SOURAV ENTERPRISES,BHAWANIPATNA",815.0
2023-01-01,4W,M2GO ELECTRIC VEHICLE PVT LTD,684.0
2023-01-01,4W,MAA ADISHAKTI ENGINEERING,683.0
2023-01-01,4W,MAA ENGINEERING TRAILOR,909.0
2023-01-01,4W,MAA KALPANA ENTERPRISE,990.0
2023-01-01,4W,MAA LUXMI E-VEHICLES PVT. LTD.,693.0
2023-01-01,4W,"MAA MANGALA ENTERPRISES,SNG",706.0
2023-01-01,4W,"MAA MANGALA MOTORS & ENGG,RKL",709.0
2023-01-01,4W,MAA SHAKTI EXIM PVT LTD,5830.0
2023-01-01,4W,MAA TARINI ENGINEERING,747.0
2023-01-01,4W,MAAA MANASA TRAILOR WORKS,688.0
2023-01-01,4W,MAC AUTO INDIA,1818.0
2023-01-01,4W,MAC INTERNATIONAL (IMPORTER: JHEV MOTORS PVT LTD),695.0
2023-01-01,4W,MAC INTERNATIONAL (IMPORTER:HONESTY),694.0
2023-01-01,4W,MACHINE WORKS,693.0
2023-01-01,4W,MACNEILL ENGINEERING LIMITED,698.0
2023-01-01,4W,MACONS EQUIPMENTS PVT LTD,711.0
2023-01-01,4W,MADHO AGRO INDUSTRY,702.0
2023-01-01,4W,MADHU AUTOMOBILES LTD,741.0
2023-01-01,4W,"MADHUSUDAN ENG.WORKS,NIMAPADA",700.0
2023-01-01,4W,MAHABIR INDUSTRIES,713.0
2023-01-01,4W,MAHALAXMI ENGINEERING WORKS,702.0
2023-01-01,4W,MAHAVIR AGRO EQUIPMENTS,703.0
2023-01-01,4W,MAHAVIR TRACTOR AND IMPLEMENTS,718.0
2023-01-01,4W,MAHI ENTERPRISES,823.0
2023-01-01,4W,MAHINDRA & MAHINDRA LIMITED,1370304.0
2023-01-01,4W,MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),308669.0
2023-01-01,4W,MAHINDRA & MAHINDRA LIMITED (TRACTOR),399660.0
2023-01-01,4W,MAHINDRA & MAHINDRA LTD FARM MACHINERY DIVISION,819.0
2023-01-01,4W,MAHINDRA DEFENCE SYSTEMS LTD,808.0
2023-01-01,4W,MAHINDRA ELECTRIC MOBILITY LIMITED,10759.0
2023-01-01,4W,MAHINDRA GUJARAT TRACTOR LIMITED,712.0
2023-01-01,4W,MAHINDRA LAST MILE MOBILITY LTD,34863.0
2023-01-01,4W,MAHINDRA TWO WHEELERS LTD,720.0
2023-01-01,4W,MAHTAB BODY MAKER,2273.0
2023-01-01,4W,MALAK TECHNO PVT LTD,818.0
2023-01-01,4W,MALI ENTERPRISES PVT LTD,735.0
2023-01-01,4W,MALIK ENGINEERING WORKS,726.0
2023-01-01,4W,MALKIT AGRO INDUSTRIES,719.0
2023-01-01,4W,MALKIT AGRO TECH PVT. LTD,2344.0
2023-01-01,4W,MANDAL ENGINEERING WORKSHOP,721.0
2023-01-01,4W,MANIRAM ELECTRIC VEHICLE PVT LTD,1318.0
2023-01-01,4W,MANISH EV INTERNATIONAL PRIVATE LIMITED,1587.0
2023-01-01,4W,MANITA CITY MOTORS LLP,4342.0
2023-01-01,4W,MANITOU EQUIPMENT INDIA PVT LTD,1693.0
2023-01-01,4W,MANITOWOC INDIA LIMITED,726.0
2023-01-01,4W,MANKU AGRO TECH PVT LTD,4357.0
2023-01-01,4W,MANKU AGRO TECH. PVT. LTD.,746.0
2023-01-01,4W,MANMOHAN KAUR,855.0
2023-01-01,4W,MANPREET AGRO INDUSTIRES NABHA,730.0
2023-01-01,4W,MANPREET AGRO INDUSTRIES,741.0
2023-01-01,4W,MARATHWADA QUALITY TRAILER,792.0
2023-01-01,4W,MARINE NAVAIDS & SOLAR AUTO PVT LTD,739.0
2023-01-01,4W,MARKUS,786.0
2023-01-01,4W,MARTHWADA TRALIOR,799.0
2023-01-01,4W,MARUTHISAN PVT LTD,1028.0
2023-01-01,4W,MARUTI INDUSTRIES,737.0
2023-01-01,4W,MARUTI SUZUKI INDIA LTD,3249876.0
2023-01-01,4W,MARUTI UDYOG LTD,1357.0
2023-01-01,4W,MASERATI S.P.A,776.0
2023-01-01,4W,MASSEY FERGUSON LTD,749.0
2023-01-01,4W,MATHAROO BROTHERS AGRO TECH PVT LTD,758.0
2023-01-01,4W,MATHARU ENGINEERING AGRI WORKS,831.0
2023-01-01,4W,MATHARU ENGINEERING WORKS,788.0
2023-01-01,4W,MAULIRAJ INDUSTRIES LLP,749.0
2023-01-01,4W,"MAYUR ENTERPRISES,BARIPADA",840.0
2023-01-01,4W,MB AGRO INDUSTRIES,765.0
2023-01-01,4W,MCLAREN AUTOMOTIVE (IMPORTER: INFINITY CARS),764.0
2023-01-01,4W,MECPOWER MOBILITY PVT. LTD.,1003.0
2023-01-01,4W,MEERA AUTO IND,750.0
2023-01-01,4W,MEGH RAJ GOYAL & COMPANY,751.0
2023-01-01,4W,MEHER FABRIC WORKS,754.0
2023-01-01,4W,MEHER TRAILERS PVT LTD,765.0
2023-01-01,4W,MERCEDES -BENZ AG,3148.0
2023-01-01,4W,MERCEDES-BENZ INDIA PVT LTD,29361.0
2023-01-01,4W,MEW ELECTRICALS LIMITED,1146.0
2023-01-01,4W,MIC INDUSTRIES INC,761.0
2023-01-01,4W,MICROAUTOTECH PVT. LTD.,762.0
2023-01-01,4W,MILLENNIAL MOTORS LLP,773.0
2023-01-01,4W,MINI METRO,960.0
2023-01-01,4W,MINI METRO EV L.L.P,32683.0
2023-01-01,4W,MINSK TRACTOR (IMPORTER: ERISHA AGRITECH),780.0
2023-01-01,4W,MIRAKLE 5 AUTOMOBILES PVT LTD,967.0
2023-01-01,4W,MITSUBISHI MOTORS CORPORATION,768.0
2023-01-01,4W,MLR AUTO LTD,4573.0
2023-01-01,4W,MODERN  AGRO  INDUSTRIES,774.0
2023-01-01,4W,MODIKA INTERNATIONAL (IMPORTER: FRANKLIN EV),807.0
2023-01-01,4W,MOHAN GENERAL TRADING COMPANY,856.0
2023-01-01,4W,MOHINDRA ENGINEERING WORKS,787.0
2023-01-01,4W,MONDAL TRADING,926.0
2023-01-01,4W,MOON AGRICULTURE & FABRICATION WORKS,793.0
2023-01-01,4W,MOTOROYALE KINETIC PRIVATE LIMITED,776.0
2023-01-01,4W,MOVE STONE SERVICES PVT LTD,6705.0
2023-01-01,4W,MUNDE MECHANICAL WORKS,962.0
2023-01-01,4W,MYTRAH MOBILITY PVT LTD,1165.0
2023-01-01,4W,N K INDUSTRIES,1126.0
2023-01-01,4W,N.S. AGRO WORKS,926.0
2023-01-01,4W,N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,10672.0
2023-01-01,4W,NABHKIRAN AGRO INDUSTRIES,833.0
2023-01-01,4W,NABINA WELDING,828.0
2023-01-01,4W,"NAIK TROLLEY AND IMPL,SNG",2925.0
2023-01-01,4W,"NAIK TROLLEY&IMPLS,BHEDABAHAL",838.0
2023-01-01,4W,NAMAH INDUSTRIES PVT LTD,837.0
2023-01-01,4W,NAND ELECTRIC MOTOR VEHICLE PVT LTD,834.0
2023-01-01,4W,NARAINDASS AND SONS,837.0
2023-01-01,4W,NARINDERA AGRO WORKS,874.0
2023-01-01,4W,NARMADA INDUSTRIES,835.0
2023-01-01,4W,NATIONAL ENGG WORKS,836.0
2023-01-01,4W,NAVDURGA TRAILERS,843.0
2023-01-01,4W,NAZAR SINGH & SONS,914.0
2023-01-01,4W,NDS ECO MOTORS PVT LTD,849.0
2023-01-01,4W,NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,2170.0
2023-01-01,4W,NEELAM CYCLE,921.0
2023-01-01,4W,NEELKANTH FABRICATORS PVT LTD,840.0
2023-01-01,4W,NEERAJ AGRO INDUSTRIES,843.0
2023-01-01,4W,NEUON MOTORS LLP,930.0
2023-01-01,4W,NEW ARCANA INDIA,3347.0
2023-01-01,4W,NEW DEVE AGRO WORKS,918.0
2023-01-01,4W,NEW DURGA ENGINEERING,857.0
2023-01-01,4W,NEW FRIENDS INDUSTRIES,852.0
2023-01-01,4W,NEW GAHIR AGRO INDUSTRIES,999.0
2023-01-01,4W,NEW GOBIND AGRO INDUSTRIES,908.0
2023-01-01,4W,NEW GOLDEN AGRICULTURE,861.0
2023-01-01,4W,NEW GURDIAL AGRO INDUSTRIES,854.0
2023-01-01,4W,NEW GURDIAL AGRO INDUSTRIES PVT LTD,1317.0
2023-01-01,4W,NEW HIND AGRO PVT LTD,862.0
2023-01-01,4W,NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT.LTD.,875.0
2023-01-01,4W,NEW HOLLAND FIAT INDIA PVT. LTD.,888.0
2023-01-01,4W,NEW JANTA QUALITY TRAILOR,869.0
2023-01-01,4W,NEW KISAN ENGINEERING WORKS,874.0
2023-01-01,4W,NEW MALLIKARJUNA ENG WORKS,1373.0
2023-01-01,4W,NEW MARTHWADA QUALITY TRAILOR,898.0
2023-01-01,4W,NEW SUPER QUALITY TRAILOR,1007.0
2023-01-01,4W,NEWTON INDIA INDUSTRIES PVT LTD,868.0
2023-01-01,4W,NGAGE WHEEL PVT LTD,939.0
2023-01-01,4W,NHD MOTORS,1512.0
2023-01-01,4W,NIBE MOTORS PVT LTD,899.0
2023-01-01,4W,NIKHIL AGRO ENTERPRISE,864.0
2023-01-01,4W,NINGBO LONGJIA (IMPORTER: ADISHWAR AUTO),1245.0
2023-01-01,4W,NIPUN SANYANTRA PVT LTD,1742.0
2023-01-01,4W,NIRMAL UTILITY SERVICES PVT LTD,909.0
2023-01-01,4W,NISIKI TECHNOLOGIES PVT LTD,1194.0
2023-01-01,4W,NISSAN MOTOR INDIA PVT LTD,56525.0
2023-01-01,4W,NRJ ELECTRIC MOTOR VEHICLES PVT LTD,6169.0
2023-01-01,4W,NUMEROS MOTORS PVT LTD,1817.0
2023-01-01,4W,OBEN ELECTRIC VEHICLES PVT LTD,972.0
2023-01-01,4W,OCULUS AUTO INDUSTRIES LLP,877.0
2023-01-01,4W,ODYSSE ELECTRIC VEHICLES PVT LTD,1294.0
2023-01-01,4W,OGATA MOTORS INDIA PVT LTD,1189.0
2023-01-01,4W,OK PLAY INDIA LTD,1130.0
2023-01-01,4W,OKAYA EV PVT LTD,32530.0
2023-01-01,4W,OKINAWA AUTOTECH PVT LTD,64113.0
2023-01-01,4W,OLA ELECTRIC TECHNOLOGIES PVT LTD,535651.0
2023-01-01,4W,OLECTRA GREENTECH LTD,1558.0
2023-01-01,4W,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,7485.0
2023-01-01,4W,OM BALAJI AUTOMOBILES I P LTD,902.0
2023-01-01,4W,OM INDUSTRIES,974.0
2023-01-01,4W,OM RAJ AUTOTECH LLP,3294.0
2023-01-01,4W,OM SHREE SAI ENGINEERING,949.0
2023-01-01,4W,"OM VINAYAK INDUSTRIES,BGH",898.0
2023-01-01,4W,OMEGA CONSTRUCTION EQUIPMENT PVT LTD,909.0
2023-01-01,4W,OMEGA SALES & AGRO INDUSTRIES,1450.0
2023-01-01,4W,OMEGA SEIKI PVT LTD,8247.0
2023-01-01,4W,OMJAY EV LIMITED,1021.0
2023-01-01,4W,ORDINANCE FACTORY,1143.0
2023-01-01,4W,OTHERS,48740.0
2023-01-01,4W,OZOTEC AUTOMOBILE PRIVATE LIMITED,1595.0
2023-01-01,4W,P B NATIONAL AGRICULTURE WORKS,917.0
2023-01-01,4W,P M DIESELS PVT LTD,1135.0
2023-01-01,4W,PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,916.0
2023-01-01,4W,PACE AGRO PRIVATE LIMITED,977.0
2023-01-01,4W,PANESAR AGRICULTURE INDUSTRIES,902.0
2023-01-01,4W,PANESAR AGRO TECH,1089.0
2023-01-01,4W,PANTHER ELECTRIC VEHICLES,1052.0
2023-01-01,4W,PARAG AGRO,905.0
2023-01-01,4W,PARAMESWARA ENG. WORKS,904.0
2023-01-01,4W,PARAMOUNT AUTOMOTIVES,975.0
2023-01-01,4W,PARAS INDUSTRIES,7398.0
2023-01-01,4W,PARDEEP AGRO INDUSTRIES,949.0
2023-01-01,4W,PARI E-VEHICLES,2048.0
2023-01-01,4W,PARI METRO E RICKSHAW,2713.0
2023-01-01,4W,PARVEEN AUTO,1036.0
2023-01-01,4W,PATEL INDUSTRIES,911.0
2023-01-01,4W,PATS MOTOR CORP,950.0
2023-01-01,4W,PAUL INDUSTRIES,949.0
2023-01-01,4W,PAUNIYA TRACTORS AND FARM EQUIPMENT PVT LTD,924.0
2023-01-01,4W,PCA AUTOMOBILES INDIA PVT LTD,18850.0
2023-01-01,4W,PIAGGIO VEHICLES PVT LTD,254751.0
2023-01-01,4W,PILLING RIG,916.0
2023-01-01,4W,PINNACLE MOBILITY SOLUTIONS PVT LTD,973.0
2023-01-01,4W,PLAUDIT TECHNO INDIA PVT LTD,952.0
2023-01-01,4W,PMI ELECTRO MOBILITY SOLUTIONS PRIVATE LIMITED,1496.0
2023-01-01,4W,PODDAR INDUSTRIES,923.0
2023-01-01,4W,POLARIS INDIA PVT LTD,1126.0
2023-01-01,4W,POLYHOSE INDIA PRIVATE LIMITED - C E DIVISION,929.0
2023-01-01,4W,POOSHPAK AUTOMOBILES PVT LTD,1052.0
2023-01-01,4W,PORFITEL TECHNOLOGY (IMPORTER: AERORIDE),1351.0
2023-01-01,4W,PORSCHE AG GERMANY,2518.0
2023-01-01,4W,PRAAKARM AUTO & CONSTRUCTION EQUIPMENTS,1127.0
2023-01-01,4W,PRABHA AUTOMOTIVE ENGINEERS PVT LTD,942.0
2023-01-01,4W,PRAG MOTORS,1341.0
2023-01-01,4W,PRAGATI AGRICULTURE,929.0
2023-01-01,4W,PRAGATI ENGINEERING,972.0
2023-01-01,4W,PRAGYA AUTOMOBILE PVT LTD,996.0
2023-01-01,4W,PRAJJWAL MAHAJAN TRADERS,957.0
2023-01-01,4W,PRAKASH ENTERPRISES,1062.0
2023-01-01,4W,PRAKASH TRAILER,981.0
2023-01-01,4W,PRASAD AGRICULTURAL PRODUCT,938.0
2023-01-01,4W,PRASAD AND PRASAD ENG,943.0
2023-01-01,4W,PREEET AGRO INDUSTRIES PVT LTD,942.0
2023-01-01,4W,PREET AGRO INDUSTRIES PVT LTD,2509.0
2023-01-01,4W,PREET TRACTORS PVT LTD,6638.0
2023-01-01,4W,PREET TRACTORS PVT. LTD.,949.0
2023-01-01,4W,PRESTANTIA CREATIONS PVT LTD,952.0
2023-01-01,4W,PRIDE E-MOTORS,1941.0
2023-01-01,4W,PRINCE AGRO WORKS,976.0
2023-01-01,4W,PRIYAM INDUSTRIES AND ENGINEERING PVT LTD,1023.0
2023-01-01,4W,PROPEL INDUSTRIES PVT. LTD.,958.0
2023-01-01,4W,PUBANG ETRON ELECTRIC MOTOR PVT LTD,977.0
2023-01-01,4W,PUJA ENGINEERING WORKS,948.0
2023-01-01,4W,PUNJAB AGRICULTURE WORKS,949.0
2023-01-01,4W,PUNJAB AGRO IMPLEMENTS INDUSTRIES,980.0
2023-01-01,4W,PUNJAB AGRO INDUSTRIES,951.0
2023-01-01,4W,PUNJAB BODY BUILDERS,994.0
2023-01-01,4W,PUNJAB ENGINEERING COMPANY,1021.0
2023-01-01,4W,PUNJAB HI-TECH INDUSTRIES,1012.0
2023-01-01,4W,PUNJAB HYDROLIC & ENGINEERS,959.0
2023-01-01,4W,PUNJAB TRACTORS LIMITED,986.0
2023-01-01,4W,PUR ENERGY PVT LTD,15337.0
2023-01-01,4W,PURVA UDYOG PVT LTD,1002.0
2023-01-01,4W,PUSHKAR INDUSTRIES,1095.0
2023-01-01,4W,PVT MAKER,986.0
2023-01-01,4W,PYTHOX MOTORS PVT LTD,1635.0
2023-01-01,4W,QIANJIANG-KEEWAY (IMPORTER: ADISHWAR AUTO),2716.0
2023-01-01,4W,QICHENG VEHICLE (IMPORTER: AUTOICARE INNOVATION),1123.0
2023-01-01,4W,QOOKEE TECHNOLOGIES (IMPORTER:VIKEBIKE INDIA),982.0
2023-01-01,4W,QUALITY ENGINEERING WORK,975.0
2023-01-01,4W,QUANTUM ENERGY LTD.,5710.0
2023-01-01,4W,R B INDUSTRIES,993.0
2023-01-01,4W,R.K.TRAILORS,1006.0
2023-01-01,4W,R3 ENTERPRISES,1967.0
2023-01-01,4W,RACCOON MOTORS PVT LTD,1002.0
2023-01-01,4W,RADHESHYAM TRAILOR,1131.0
2023-01-01,4W,RAHUL AGRO EXPORTS PVT LTD,1216.0
2023-01-01,4W,RAJ AUTOMOTIVE,1167.0
2023-01-01,4W,RAJA ARTS HITECH ENGINEERING,971.0
2023-01-01,4W,"RAJA RANEE AGRO E WORKS,ANGL",980.0
2023-01-01,4W,RAJESH STEEL AND WIRE INDUSTRIES,988.0
2023-01-01,4W,RAM AGRO INDUSTRIES,1084.0
2023-01-01,4W,RAM CHAND & SONS,1035.0
